0.037 0.30 0.65 0.008 0.012 0 N N N N N N N N N N N N N N N 170 21 DC + 1 200 MMA 250 14 392 466 31.9 80.6 N N N N N N N N N Evans-Ni/CMn-1990/1991-0Aaw
0.037 0.30 0.65 0.008 0.012 0 N N N N N N N N N N N N N N N 170 21 DC + 1 200 MMA 0 0 N N N N -28 100 N N N N N N N Evans-Ni/CMn-1990/1991-0Aawch
0.037 0.30 0.65 0.008 0.012 0 N N N N N N N N N N N N N N N 170 21 DC + 1 200 MMA 580 2 370 456 35.2 80.6 -38 100 N N N N N N N Evans-Ni/CMn-1990/1991-0Aht
0.037 0.31 1.03 0.007 0.014 0 N N N N N N N N N N N N N N N 170 21 DC + 1 200 MMA 250 14 413 498 31.2 80.6 N N N N N N N N N Evans-Ni/CMn-1990/1991-0Baw
0.037 0.31 1.03 0.007 0.014 0 N N N N N N N N N N N N N N N 170 21 DC + 1 200 MMA 0 0 N N N N -48 100 N N 32 28 40 0 0 Evans-Ni/CMn-1990/1991-0Bawch
0.037 0.31 1.03 0.007 0.014 0 N N N N N N N N N N N N N N N 170 21 DC + 1 200 MMA 580 2 402 490 31.0 80.6 -44 100 N N N N N N N Evans-Ni/CMn-1990/1991-0Bht
0.044 0.35 1.43 0.007 0.014 0 N N N N N N N N N N N N N N N 170 21 DC + 1 200 MMA 250 14 468 551 29.4 78.7 N N N N N N N N N Evans-Ni/CMn-1990/1991-0Caw
0.044 0.35 1.43 0.007 0.014 0 N N N N N N N N N N N N N N N 170 21 DC + 1 200 MMA 0 0 N N N N -53 100 N N N N N N N Evans-Ni/CMn-1990/1991-0Cawch
0.044 0.35 1.43 0.007 0.014 0 N N N N N N N N N N N N N N N 170 21 DC + 1 200 MMA 580 2 436 529 31.6 78.8 -58 100 N N N N N N N Evans-Ni/CMn-1990/1991-0Cht
0.045 0.33 1.85 0.007 0.016 0 N N N N N N N N N N N N N N N 170 21 DC + 1 200 MMA 250 14 514 588 28.0 76.8 N N N N N N N N N Evans-Ni/CMn-1990/1991-0Daw
0.045 0.33 1.85 0.007 0.016 0 N N N N N N N N N N N N N N N 170 21 DC + 1 200 MMA 0 0 N N N N -38 100 N N 13 17 60 0 0 Evans-Ni/CMn-1990/1991-0Dawch
0.045 0.33 1.85 0.007 0.016 0 N N N N N N N N N N N N N N N 170 21 DC + 1 200 MMA 580 2 479 576 27.4 76.9 -40 100 N N N N N N N Evans-Ni/CMn-1990/1991-0Dht
0.039 0.32 0.66 0.006 0.011 0.53 N N N N N N N N N N N N N N N 170 21 DC + 1 200 MMA 250 14 411 484 32.6 79.3 N N N N N N N N N Evans-Ni/CMn-1990/1991-0.5Aaw
0.039 0.32 0.66 0.006 0.011 0.53 N N N N N N N N N N N N N N N 170 21 DC + 1 200 MMA 580 2 401 475 34.2 80.6 N N N N N N N N N Evans-Ni/CMn-1990/1991-0.5Aht
0.041 0.33 1.01 0.006 0.011 0.49 N N N N N N N N N N N N N N N 170 21 DC + 1 200 MMA 250 14 464 522 29.6 77.8 N N N N N N N N N Evans-Ni/CMn-1990/1991-0.5Baw
0.041 0.33 1.01 0.006 0.011 0.49 N N N N N N N N N N N N N N N 170 21 DC + 1 200 MMA 0 0 N N N N N N N N 19 43 38 0 0 Evans-Ni/CMn-1990/1991-0.5Bawmic
0.041 0.33 1.01 0.006 0.011 0.49 N N N N N N N N N N N N N N N 170 21 DC + 1 200 MMA 580 2 426 506 31.6 79.7 N N N N N N N N N Evans-Ni/CMn-1990/1991-0.5Bht
0.051 0.32 1.40 0.007 0.014 0.47 N N N N N N N N N N N N N N N 170 21 DC + 1 200 MMA 250 14 509 568 28.6 76.9 N N N N N N N N N Evans-Ni/CMn-1990/1991-0.5Caw
0.051 0.32 1.40 0.007 0.014 0.47 N N N N N N N N N N N N N N N 170 21 DC + 1 200 MMA 580 2 450 536 28.2 78.8 N N N N N N N N N Evans-Ni/CMn-1990/1991-0.5Cht
0.049 0.33 1.85 0.006 0.014 0.51 N N N N N N N N N N N N N N N 170 21 DC + 1 200 MMA 250 14 547 618 26.0 74.9 N N N N N N N N N Evans-Ni/CMn-1990/1991-0.5Daw
0.049 0.33 1.85 0.006 0.014 0.51 N N N N N N N N N N N N N N N 170 21 DC + 1 200 MMA 0 0 N N N N N N N N 8 24 68 0 0 Evans-Ni/CMn-1990/1991-0.5Dawmic
0.049 0.33 1.85 0.006 0.014 0.51 N N N N N N N N N N N N N N N 170 21 DC + 1 200 MMA 580 2 526 612 26.8 72.9 N N N N N N N N N Evans-Ni/CMn-1990/1991-0.5Dht
0.038 0.31 0.63 0.007 0.012 1.09 N N N N N N N N N N N N N N N 170 21 DC + 1 200 MMA 250 14 423 497 30.6 78.8 N N N N N N N N N Evans-Ni/CMn-1990/1991-1Aaw
0.038 0.31 0.63 0.007 0.012 1.09 N N N N N N N N N N N N N N N 170 21 DC + 1 200 MMA 0 0 N N N N -38 100 N N N N N N N Evans-Ni/CMn-1990/1991-1Aawch
0.038 0.31 0.63 0.007 0.012 1.09 N N N N N N N N N N N N N N N 170 21 DC + 1 200 MMA 580 2 411 493 33.6 79.7 -40 100 N N N N N N N Evans-Ni/CMn-1990/1991-1Aht
0.043 0.33 1.00 0.006 0.013 1.10 N N N N N N N N N N N N N N N 170 21 DC + 1 200 MMA 250 14 475 541 29.6 77.9 N N N N N N N N N Evans-Ni/CMn-1990/1991-1Baw
0.043 0.33 1.00 0.006 0.013 1.10 N N N N N N N N N N N N N N N 170 21 DC + 1 200 MMA 0 0 N N N N -55 100 N N 20 42 38 0 0 Evans-Ni/CMn-1990/1991-1Bawch
0.043 0.33 1.00 0.006 0.013 1.10 N N N N N N N N N N N N N N N 170 21 DC + 1 200 MMA 580 2 443 521 31.8 77.8 -51 100 N N N N N N N Evans-Ni/CMn-1990/1991-1Bht
0.049 0.35 1.37 0.007 0.013 1.06 N N N N N N N N N N N N N N N 170 21 DC + 1 200 MMA 250 14 498 569 28.4 78.8 N N N N N N N N N Evans-Ni/CMn-1990/1991-1Caw
0.049 0.35 1.37 0.007 0.013 1.06 N N N N N N N N N N N N N N N 170 21 DC + 1 200 MMA 0 0 N N N N -58 100 N N N N N N N Evans-Ni/CMn-1990/1991-1Cawch
0.049 0.35 1.37 0.007 0.013 1.06 N N N N N N N N N N N N N N N 170 21 DC + 1 200 MMA 580 2 470 557 30.2 76.0 -20 100 N N N N N N N Evans-Ni/CMn-1990/1991-1Cht
0.053 0.35 1.83 0.007 0.012 1.06 N N N N N N N N N N N N N N N 170 21 DC + 1 200 MMA 250 14 566 641 26.4 76.0 N N N N N N N N N Evans-Ni/CMn-1990/1991-1Daw
0.053 0.35 1.83 0.007 0.012 1.06 N N N N N N N N N N N N N N N 170 21 DC + 1 200 MMA 0 0 N N N N -39 100 N N 6 19 75 0 0 Evans-Ni/CMn-1990/1991-1Dawch
0.053 0.35 1.83 0.007 0.012 1.06 N N N N N N N N N N N N N N N 170 21 DC + 1 200 MMA 580 2 521 612 26.0 74.0 1 100 N N N N N N N Evans-Ni/CMn-1990/1991-1Dht
0.041 0.30 0.62 0.007 0.010 2.38 N N N N N N N N N N N N N N N 170 21 DC + 1 200 MMA 250 14 466 538 30.6 77.8 N N N N N N N N N Evans-Ni/CMn-1990/1991-2.25Aaw
0.041 0.30 0.62 0.007 0.010 2.38 N N N N N N N N N N N N N N N 170 21 DC + 1 200 MMA 0 0 N N N N -50 100 N N N N N N N Evans-Ni/CMn-1990/1991-2.25Aawch
0.041 0.30 0.62 0.007 0.010 2.38 N N N N N N N N N N N N N N N 170 21 DC + 1 200 MMA 580 2 431 518 32.2 76.9 -41 100 N N N N N N N Evans-Ni/CMn-1990/1991-2.25Aht
